label,text
identity-based,مانتم كفو تاخذون الدوري العام الماضي بينكم وبين الهلال نقطه تعداكم واخذ الدوري منكم انتم حدكم بطوله قصيره كاس ملك كاس سوبر اما دوري بعيده عنكم بصراحه انتم فريق ماينتحزم
racisme,المخنوث اذر انيس منصور طردوه المساحه حق الدحباشه
identity-based,ادخلو الحوثي اجلدوه جلد لانه يقول ماحد يقدر يسكتني انا بخلص جلد للقواطي وبجي الحوثي
identity-based,احمدي مشجع اهلاوي مدلس ومنافق لدرجه انه نسي ان اختراع تزوير التاريخ الكروي مصر اللي اخترعوه اوعي تبقي عبيط زيه
religion_hate,ابشروا بالسلامه رصاصه واحده سيطلقون خرافات مجوسيه
religion_hate,امر الاقصي فلسطين مرتبط بالعقيده مرتبط بالدين المصير يخذل فلسطين الا مخذول نتن حقير يتمني نصر يهود ارتكب ناقضا نواقض الاسلام تلتفت للرعاع يمثلون الامه انما يمثلون انفسهم فقط طهر الله الاقصي فلسطين اليهود عاونهم ووقف صفهم رب
racisme,السرطان يجي لامك ولادك ان شاء الله ولد فرنسا قريبا يتغدوا بلدك قسما بالله سنسكر بدمكم عام اخري بسبب التغريدات الحاقده
religion_hate,يعني اليهود اليبانين صارو شيعه متي تستون شيعه سنه شوكت تستوين شيعيه نور نشوفك تلطمين شوكت ها هاا
religion_hate,فعلا يستقر العرب والمسلمين الا بدفن الملالي المشركين عاشوا فسادا ارض العرب والمسلمين
racisme,اقول لكل يروج لاسراءيل احنا بينا دم شهداء قتلوا عزل قتلوا اطفال اسالوا مدرسه بحر البقر اسالوا شبر سيناء مروي بدم مين
racisme,الخرده النظام الارهابي الايراني سيزول قريبا
identity-based,اعلامكم اللي جالسين تكتبون لاعبيتكم يقمز رصيف تصوير منشور ماهو مجرد كلام والثاني عنده جلسه خاصه بالبرازيل هه امحق تصرفات واداره ماعندهم ماعند جدتي ماغير شكواي علي الفاضي الهلال العالم كله رحب بكاس العالم وبعدها الدوحه بوصيف العالم نورتنا ماهو ضمك
identity-based,متعودين امبروزيانا وضيع شخصيه الفار بدوري الايطالي الفاسد
racisme,فرنسا بلاد الحريه والديموقراطيه المنظر مصر ماتركته قناه الجزيره الحقيره وكل يعملون والقاءمين عليها الا وبثوا مباشر
racisme,كفار قريش استعادو الحكم مره اخري الجزيره العربيه يعيثون فسادا وظلما لهذا تري المشاهير الكفار يكرمون واهل الحق والعلم يزج السجون
racisme,القضيه الجنوبيه بالاصح تشبه الكضيه الفلسطينيه كثير قيادات الجنوب فلوس وتجاره فقط والي يزعل يضرب راسه جدار سور مطار الضالع الدولي
racisme,والله عيب تمجد وتترحم علي دك الرياض بصواريخه واحتل الخفجي وسب مليكك والاهم كله قتل الكثير اهل السنه الكويت والعراق الجنود السعوديين وغيرهم خل عندك شوي كرامه
racisme,اخي العزيز انه القعقاع اقرا قصص رجال حول الرسول اليهود وحاشيتهم استطاعوا بمكرهم ان يهيمنوا علي الحكام العرب وتفردوا بوضع مناهج دراسيه علي هواهم وبدل نشر هءلاء الابطال قامو بتدريسنا عظماء حقهم نابليون وغيرهم
identity-based,يحزنون الظالم يفلح والله سبحانه يمهل يهمل وان شاءالله جرف لدحديره ورونالدو هاللي يعتبرونه الفقراويه البشر مساله وقت ويلحق اللي قبله بقضايا ومشاكل وسحبه علي الفقر وممكن تكون عقوبات علي الفقر الفيفا
religion_hate,الحين اخت سكينه هولاء الا يمثلونكم اقصد يمثلون ماكان والدك رحمه الله اتباع للحركه الحوثيه الرجعيه ارجوا التوضيح
racisme,ممتاز ويسعدنا والي المزيد ندعو الامارات استعمالها وطرد جنود ملالي طهران المحتلين
racisme,شيعه العراق ارادو مبايعه الحسين وجاهم الحسين وغدر وقتلوه يستطيع قول انا اجداده الشيعه قتل الحسين والصقه السنه لكان دعوه الحسين اصابتهم تاريخ مقتله تجدهم يلطمو ويجلدون انفسهم بحديد اسم الحسين علي السنتهم شعشع تر شي مكشوف
racisme,معاويه رضي الله عنه مسلم وصحابي جليل وابن صحابي جليل وخليفه وامير للمءمنين ويمثل اهل السنه وابو لءلءه مجوسي وابن مجوسي عبده النار واتباعه مجوس
racisme,لاتتعب نفسك استاذ حسين يرد كلب ايران النباح لين يرد ابن المتعه لان المطيه يبقي مطيه الي ان يرمي الزباله
racisme,الامريكان هني عصابه هالبلد سرقو وهجرو وقتلو ومعهن رجال الدين
identity-based,والله يخسون برشلونه اهم شيء انتوا تسبون تشافيتاريخيا قال لانه فاز باله
religion_hate,قوات النظام النصيري المجرم تقصف بالمدفعيه الثقيله بلده كفرتعال بريف الغربي
racisme,يبدو ان ابنا العربيه اليمنيه مشتاقين لاقتحام غرف نومهم الجنوب العربي ماه نعمل متعودين ايام الحوثي صنعاء قريبا با تستعجلو
